svm_y8_W,svm_y8_T,svm_y6_W,svm_y6_T,svm_y2_W,svm_y2_T,log_y8_W,log_y8_T,log_y6_W,log_y6_T,log_y2_W,log_y2_T,mnb_y8_code_W,mnb_y8_code_T,mnb_y8_functional-inline_W,mnb_y8_functional-inline_T,mnb_y8_functional-method_W,mnb_y8_functional-method_T,mnb_y8_functional-module_W,mnb_y8_functional-module_T,mnb_y8_general_W,mnb_y8_general_T,mnb_y8_notice_W,mnb_y8_notice_T,mnb_y8_todo_W,mnb_y8_todo_T,mnb_y6_code_W,mnb_y6_code_T,mnb_y6_functional_W,mnb_y6_functional_T,mnb_y6_general_W,mnb_y6_general_T,mnb_y6_notice_W,mnb_y6_notice_T,mnb_y6_todo_W,mnb_y6_todo_T,mnb_y2_functional_W,mnb_y2_functional_T,mnb_y2_non-functional_W,mnb_y2_non-functional_T
-1.5280938869847607,r,-1.52809215939865,r,1.2746976953908706,Obratite,-2.1765066196959433,pozivanje,-2.015751657281927,model2,3.8913428642957117,koda,-6.199273313121836,keys,-6.394882857373306,nema,-6.1185439423299375,=,-6.043634920893515,koju,-6.206916049793269,Vaxi,-6.096617596138935,mora,-5.897795708156018,6,-6.199273313121836,keys,-6.308965880074513,/,-6.206916049793269,Vaxi,-6.096617596138935,mora,-5.897795708156018,6,-6.404395606793549,/,-6.373176234822557,@author
1.5154531387031347,import,1.5154559811465602,import,1.2691670883701196,)),2.1664939944851302,sys,2.015177712369503,]],3.878475150796231,ovo,-6.203734423658173,data,-6.396267469821201,svih,-6.121396302181658,ne,-6.045559215469545,2,-6.218075001948419,thread,-6.122959764049208,ThematicProps,-5.9393177400930375,funkciju,-6.203734423658173,data,-6.3171199340602255,"""""",-6.218075001948419,thread,-6.122959764049208,ThematicProps,-5.9393177400930375,funkciju,-6.412510789512127,"""""",-6.439646499350607,`
1.5138568394962162,\,1.5138560040385651,\,1.2597889619798104,if,2.135331426438309,]],1.9995601676088492,JOIN,3.767011876770754,)),-6.220845861478468,<,-6.39779700955834,niti,-6.125268169953898,obavestenja,-6.052311467170307,Transact-SQL,-6.218075001948419,event,-6.124681237256043,samo,-5.948286508988413,će,-6.220845861478468,<,-6.3236543132858545,tabele,-6.218075001948419,event,-6.124681237256043,samo,-5.948286508988413,će,-6.419013790155412,tabele,-6.460686420577026,h
1.4879613598087622,SELECT,1.4879578592134217,SELECT,1.2283552845607892,koda,-2.0881441190602743,neuron,1.9941482219533033,public,3.7602058328904544,import,-6.22794979848946,DECLARE,-6.4173810795480914,onda,-6.135490530679251,rbr,-6.079610395806647,skripta,-6.218075001948419,tControl,-6.138597975042956,koje,-5.9521861054612035,tabelu,-6.22794979848946,DECLARE,-6.370330248855407,bi,-6.218075001948419,tControl,-6.138597975042956,koje,-5.9521861054612035,tabelu,-6.465459550624205,bi,-6.49490412330483,su
1.4637941498333302,<<,1.463794937880697,<<,1.2257603962128705,proveriti,2.0770719711614927,JOIN,1.9467964591708682,False,3.7518044578317293,!,-6.266099302636543,new,-6.421338402918661,baze,-6.13957439576817,Parametri,-6.081875726409679,akciju,-6.228585144605521,auto-generated,-6.162524368247427,nije,-5.955333153583805,procedure,-6.266099302636543,new,-6.373992715529058,"""",-6.228585144605521,auto-generated,-6.162524368247427,nije,-5.955333153583805,procedure,-6.469103500040834,"""",-6.552031038838912,a
1.4608926747576185,val,1.4608884543300669,val,1.1993491451325782,window_sum,2.0506435479632956,bbc,1.92868678031844,sys,3.6947982870597342,prirodnih,-6.3111086525598195,GO,-6.4257830125621265,Ako,-6.141026926509828,vrednost,-6.094288998181645,Purpose,-6.228585144605521,code,-6.179728691597103,to,-5.957941818651248,naredni,-6.3111086525598195,GO,-6.387512589796771,niza,-6.228585144605521,code,-6.179728691597103,to,-5.957941818651248,naredni,-6.482554431210222,niza,-6.5695505085648245,kao
1.4543193286106322,AND,1.4543196424919023,AND,1.1963299668799732,4.,2.0329768667563846,gb_grid,1.921154437227296,best_params_,-3.679678120231591,^,-6.328569743469502,this,-6.429152740830977,bi,-6.146909044006967,zaposlenog,-6.094288998181645,Class,-6.22933959121959,),-6.185369767749009,ili,-5.971715370271494,ne,-6.328569743469502,this,-6.399262339156742,',-6.22933959121959,),-6.185369767749009,ili,-5.971715370271494,ne,-6.494243506235877,',-6.574332550181246,cpp
-1.4538023106623992,fajla,-1.4538017731482011,fajla,1.185469985191585,public,2.0329768667563846,best_params_,1.921154437227296,gb_grid,3.6752321937551966,naredbu,-6.334038057494499,((,-6.441209663209131,for,-6.163042280049997,simulira,-6.094288998181645,Definition,-6.22933959121959,(,-6.24540136965813,moze,-5.990999771576115,po,-6.334038057494499,((,-6.403041007013879,vrednost,-6.22933959121959,(,-6.24540136965813,moze,-5.990999771576115,po,-6.498002510294979,vrednost,-6.589379557420499,{
-1.453776156183991,update,-1.453774513299376,update,1.1811685028561598,prirodnih,2.025798455132183,False,1.9133694718445544,bbc,3.650322471840706,window_sum,-6.357832160269764,y,-6.441533625786006,fajl,-6.204872596317134,bi,-6.120601822444311,komponenta,-6.242197074707432,12:03:36,-6.26294591821719,-,-6.035043120888983,su,-6.357832160269764,y,-6.41911450973259,treba,-6.242197074707432,12:03:36,-6.26294591821719,-,-6.035043120888983,su,-6.51399153730172,treba,-6.5930392057306895,np
-1.435521626921195,b,-1.4355241008707125,b,1.160555201324167,kasnije,-1.9995782917852651,model2,1.8822497507153648,AND,3.6190405379477433,if,-6.36025429200237,False,-6.448632717074835,provera,-6.223639485817278,vraca,-6.128858765762411,poziva,-6.242197074707432,View,-6.270608465815321,po,-6.043105540569742,od,-6.36025429200237,False,-6.451909848613909,ima,-6.242197074707432,View,-6.270608465815321,po,-6.043105540569742,od,-6.546610271065752,ima,-6.655453219401082,dbo
1.4095445393009567,=[,1.4095454100058882,=[,1.1586169432335272,Javi,1.9951623657510442,AND,-1.8708399012988521,file,3.6123295911601514,.,-6.3634405857701495,list,-6.452265249354082,vrednost,-6.241889440141169,id,-6.172829968771703,Izračunavanje,-6.308181026692848,igor,-6.285507468285417,dijagnostika,-6.064786106140459,-,-6.3634405857701495,list,-6.474826829933727,2,-6.308181026692848,igor,-6.285507468285417,dijagnostika,-6.064786106140459,-,-6.569400379011406,2,-6.683255327728114,}
1.3955558320968506,index,1.3955553903345455,index,1.1394907919592243,],1.9616904874052232,()),1.8583537179391245,()),3.6084204398828232,proveriti,-6.37975212400504,SET,-6.46638151524304,unos,-6.26634818167259,ili,-6.209593217039684,paketa,-6.308506325843617,Vedran,-6.306097869738328,potrebno,-6.069753360426842,koje,-6.37975212400504,SET,-6.489052037294348,kao,-6.308506325843617,Vedran,-6.306097869738328,potrebno,-6.069753360426842,koje,-6.5835453657182,kao,-6.690883311175954,>
1.3784102252893906,),1.3784095575463666,),1.1337632195480696,ispitati,-1.941601140216314,b,-1.7910155787643143,do,3.583918417248493,dodaj,-6.444372115504456,same,-6.483037829323592,liste,-6.273947782600161,ako,-6.218366761830965,SQL,-6.308506325843617,Vidakovic,-6.313875144484914,Ovo,-6.0742930029986395,?,-6.444372115504456,same,-6.494863193519272,fajla,-6.308506325843617,Vidakovic,-6.313875144484914,Ovo,-6.0742930029986395,?,-6.589323423061019,fajla,-6.704943991031064,od
1.3767525068052466,()),1.3767541365673772,()),1.121724689582925,destruktor,1.9401073104191353,as,-1.7829166330630104,koji,-3.51612786570419,Funkcija,-6.448845870886771,activation,-6.508307010003219,1,-6.279469722060216,osnovu,-6.260709571929193,Transakcije,-6.334996937713618,>,-6.332435251251138,0,-6.144529732362591,napisani,-6.448845870886771,activation,-6.496123944905918,Klasa,-6.334996937713618,>,-6.332435251251138,0,-6.144529732362591,napisani,-6.590576968243866,Klasa,-6.713941483182746,tf
-1.3752253597504507,USART3,-1.3752264067936175,USART3,-1.117569799647209,karaktera,1.936567456089545,"""""",-1.7664619138363336,b,-3.45041589922408,li,-6.472254705094989,PRINT,-6.533505625932037,to,-6.30100507534023,predmet,-6.270610761379595,ilustruje,-6.3526517862363585,Abdullah,-6.33771608518546,{,-6.1746479063362285,broj,-6.472254705094989,PRINT,-6.519137711234294,korisnika,-6.3526517862363585,Abdullah,-6.33771608518546,{,-6.1746479063362285,broj,-6.613457592593182,korisnika,-6.745582687954944,+
-1.3752253597504507,USART_SendData,-1.3752264067936175,USART_SendData,1.102084290838741,ovo,-1.918588343714557,koji,1.7639293311056499,X,3.341816467012189,public,-6.478803269804772,public,-6.558210146399212,prvi,-6.3444361723806555,nit,-6.287431339955065,tabele,-6.354324153317239,Copyright,-6.339469533983512,U,-6.1964331627538956,JOIN,-6.478803269804772,public,-6.528955884973113,baze,-6.354324153317239,Copyright,-6.339469533983512,U,-6.1964331627538956,JOIN,-6.623218031474347,baze,-6.751740826856483,koje
1.3716736092744792,Point,1.371674220968077,Point,1.0975192238240592,Server,-1.9078442792299224,do,1.7326506829583863,"""""",3.3234800954318966,plt,-6.4812288065917905,AND,-6.561579188701362,kraj,-6.361874884203936,zahteva,-6.294273366788538,korisnika,-6.3619705721733855,za,-6.343330896539764,verzijama,-6.272013524876455,7,-6.4812288065917905,AND,-6.529418788644373,metoda,-6.3619705721733855,za,-6.343330896539764,verzijama,-6.272013524876455,7,-6.623678199148412,metoda,-6.7537535338306505,po
1.370888369626941,'',1.3708876661705411,'',1.0927724889125776,dodaj,-1.8518383828331098,iz,1.7301069387724226,as,3.282454870765747,senzorima,-6.493037468025857,->,-6.570409639382585,korisnik,-6.363936040684861,poziva,-6.295436440425069,funkcije,-6.3619705721733855,i,-6.367948779896311,paznju,-6.294615986399485,=,-6.493037468025857,->,-6.537070059122851,prikaz,-6.3619705721733855,i,-6.367948779896311,paznju,-6.294615986399485,=,-6.631284063845954,prikaz,-6.753820102017049,6
1.370888369626941,ELSE,1.3708876661705411,ELSE,1.0900405551076575,implementirati,-1.8328665101595087,file,-1.7251674569480606,treniranje,3.271460981814203,potrebno,-6.496376666399901,shape,-6.571021836291875,korisnika,-6.369391957327571,su,-6.295749548935368,Stranica,-6.374526949283984,Sefer,-6.374746341851828,%,-6.298049591672213,sve,-6.496376666399901,shape,-6.540358810146261,fajl,-6.374526949283984,Sefer,-6.374746341851828,%,-6.298049591672213,sve,-6.634553191697751,fajl,-6.7547873876512385,Napisati
1.36786745584942,max-min,1.3678667011523105,ones,1.0735877717627522,ZBIRCI,1.8196776716421383,OrderDetails,-1.6993638156164406,err,3.211352479419608,ispitati,-6.49662869189015,import,-6.581072582041042,do,-6.39970481888907,"""""",-6.296108182907235,Indeksi,-6.374526949283984,Kuduzovic,-6.385349565021711,Radi,-6.31732913988411,tako,-6.49662869189015,import,-6.546608044776214,niz,-6.374526949283984,Kuduzovic,-6.385349565021711,Radi,-6.31732913988411,tako,-6.640764961451827,niz,-6.774615332512814,Selektujte
1.36786745584942,ones,1.3678667011523102,max-min,1.059682408116384,pravougaonike,1.807715795906059,alter,1.6922381771917339,OrderDetails,3.1902412497751764,destruktor,-6.513507619510031,5,-6.591642437432593,!,-6.459638390342782,>,-6.323800913126679,administrator,-6.384287401465704,Jun,-6.385349565021711,novijim,-6.324975354270398,samo,-6.513507619510031,5,-6.623218324034015,koju,-6.384287401465704,Jun,-6.385349565021711,novijim,-6.324975354270398,samo,-6.716896532768773,koju,-6.7791854520466535,podataka
1.3658793397495095,np,1.365875315277417,np,1.0545362420242368,senzorima,-1.8032825239793238,funkcije,1.6863760903538185,40,3.1678801195850097,File,-6.533580772515218,uniqueValues,-6.6053604941330395,funkcije,-6.4690207563766515,<,-6.335075273664122,"""""",-6.384287401465704,25,-6.400264488246007,koda,-6.333223810485966,!,-6.533580772515218,uniqueValues,-6.639160652079822,funkcije,-6.384287401465704,25,-6.400264488246007,koda,-6.333223810485966,!,-6.732734579936539,funkcije,-6.783904636451429,funkcije
1.3595806500394039,],1.3595794209040382,],1.040197914492043,testu,1.7511578823551974,40,1.6809284291862614,alter,-3.1670499567828663,karaktera,-6.534366552351051,matches,-6.606412299886394,kroz,-6.487786385166938,predmetu,-6.337025047318969,komunikaciju,-6.384287401465704,on,-6.401863704720149,Potrebno,-6.342300644621584,bez,-6.534366552351051,matches,-6.650122138840395,procesa,-6.384287401465704,on,-6.401863704720149,Potrebno,-6.342300644621584,bez,-6.743623401970711,procesa,-6.7863224770649815,Sales
-1.3582451640530664,na,-1.3582475696891487,na,1.0377307026286178,Obrišite,-1.7081067061835038,treniranje,1.6663774865805123,<<,3.1602624637827863,kasnije,-6.535414409087339,int,-6.618552225198499,stanje,-6.497369538144086,novog,-6.3524810222804255,kod,-6.384287401465704,Thu,-6.407054251873538,1,-6.388566344090918,niti,-6.535414409087339,int,-6.661479129504377,liste,-6.384287401465704,Thu,-6.407054251873538,1,-6.388566344090918,niti,-6.754904266865503,liste,-6.792791674113734,vrednost
-1.3579465547436071,a,-1.357944763299396,a,1.03432188244105,GET,1.6975349890296627,ComponentAttribute,-1.6600824198916848,iz,3.15263066209588,implementirati,-6.53639409438302,size,-6.619180093080571,"""",-6.497954465831834,{,-6.377625089606258,5,-6.393704854594631,Microsoft,-6.429450669918998,;,-6.416116888036876,tabela,-6.53639409438302,size,-6.6889862847819685,predmet,-6.393704854594631,Microsoft,-6.429450669918998,;,-6.416116888036876,tabela,-6.782223444000486,predmet,-6.810089502883529,GET
1.342618452055177,same,1.3426150842137483,same,1.025385037404797,Izvrsiti,1.6975349890296627,MyComponent,-1.6542403157486438,startup_stm32f10x_xx,3.1472419336598305,GET,-6.5389888073489955,-,-6.626206978045734,dodavanje,-6.497954465831834,},-6.387944295665334,prilikom,-6.413045977899706,Version,-6.435788276207861,PropAds,-6.421617555055904,li,-6.5389888073489955,-,-6.689469311178918,to,-6.413045977899706,Version,-6.435788276207861,PropAds,-6.421617555055904,li,-6.782703123400625,to,-6.812669873852695,?
1.3379393151661196,CURRENT_TIMESTAMP,1.337937830503765,CURRENT_TIMESTAMP,1.0246732416283568,api,1.6975349890296627,Attribute,-1.6461572595718512,neuron,3.116308070732987,pravougaonike,-6.540635637076517,-1,-6.626896420351719,tip,-6.498202374522128,string,-6.4051352328570434,prozor,-6.41963925687293,Source,-6.44478477749043,Create,-6.425616892515947,kolonu,-6.540635637076517,-1,-6.695048986519385,brojeva,-6.41963925687293,Source,-6.44478477749043,Create,-6.425616892515947,kolonu,-6.7882440193243125,brojeva,-6.8144546338833845,izvrsite
1.3379393151661196,DAY,1.337937830503765,DAY,-1.0191255249867954,Funkcija,1.6975349890296627,IComponent,1.6434375102928451,MyComponent,3.1088303622753486,Server,-6.540892752824522,window_sum,-6.639111798159773,te,-6.509803327230092,ID,-6.428114967643033,obradu,-6.41963925687293,Server,-6.447111620390989,Obratite,-6.435948276392964,WHERE,-6.540892752824522,window_sum,-6.701740418950929,for,-6.41963925687293,Server,-6.447111620390989,Obratite,-6.435948276392964,WHERE,-6.794888661249701,for,-6.839011188022177,Kreiranje
1.3241920222536208,d,1.3241929354840365,d,1.0135659175509613,ta,1.6946579989732693,table,1.6434375102928451,Attribute,3.0558721846349637,Javi,-6.585836446939716,train,-6.642614592183264,structure,-6.535750880943887,kako,-6.436831560980575,{,-6.442241480051451,Grupa,-6.452936456388754,},-6.438199901862754,program,-6.585836446939716,train,-6.709798593784301,nema,-6.442241480051451,Grupa,-6.452936456388754,},-6.438199901862754,program,-6.802890074297695,nema,-6.8418902219397,vraca
1.3219485416054173,gb_grid,1.3219476289494925,gb_grid,1.0051038178267413,Uocite,1.666410608523197,@PKTable,1.6434375102928451,IComponent,3.012499280579102,ELSE,-6.634145329753066,layers,-6.646697228145831,Ukoliko,-6.538052209141492,vesti,-6.436831560980575,},-6.442241480051451,Multimediju,-6.453124333777688,::,-6.443225937228461,ima,-6.634145329753066,layers,-6.716355803715854,korisnik,-6.442241480051451,Multimediju,-6.453124333777688,::,-6.443225937228461,ima,-6.809400758915075,korisnik,-6.863025880282993,kolone
1.3219485416054173,best_params_,1.3219476289494925,best_params_,1.0044368745981302,ELSE,1.6639761380914526,input_size,1.6434375102928451,ComponentAttribute,3.0000066787400925,[,-6.647363912772643,Dense,-6.66583114712598,podatke,-6.547472483789582,fajl,-6.436831560980575,@link,-6.442241480051451,Interakciju,-6.468340375385844,2005,-6.491171946047895,o,-6.647363912772643,Dense,-6.717712881038539,podatke,-6.442241480051451,Interakciju,-6.468340375385844,2005,-6.491171946047895,o,-6.810748169488834,podatke,-6.877756427890495,api
1.320948861054815,fniz,1.3209511018668747,fniz,0.9980153979900742,konkurentni,-1.6613006435335258,funkcija,1.6357334979782399,->,2.9972083159658403,ta,-6.660866093241722,d,-6.675533927319112,elemenata,-6.5480821721562315,DODAVANJE,-6.452307147551782,NIZ,-6.442241480051451,<copyright>,-6.479422257580196,koji,-6.497403093615368,elemenata,-6.660866093241722,d,-6.730380801995711,provera,-6.442241480051451,<copyright>,-6.479422257580196,koji,-6.497403093615368,elemenata,-6.8233252231259165,provera,-6.88624191759086,samo
1.2827114699396125,range,1.2827070804361025,range,-0.9950218969818735,Metoda,1.6597444227634826,((,1.5997061983003336,s,2.996201935934112,referenci,-6.681738797416905,=(,-6.676073887751006,Kreiranje,-6.549922605177862,vraća,-6.460783265564257,broj,-6.442241480051451,Grafiku,-6.507007399930271,DEMO,-6.498221641471776,dbo,-6.681738797416905,=(,-6.742451856359349,Ako,-6.442241480051451,Grafiku,-6.507007399930271,DEMO,-6.498221641471776,dbo,-6.835308621711704,Ako,-6.886866716355187,naredbu
1.2826465530968247,]],1.2826465767228123,]],0.9916004760365293,(,-1.6560592305005415,err,-1.5839393049681563,poziv,2.9918930684195724,fensi,-6.687522406033223,CONVERT,-6.704143941437259,a,-6.55369654992815,id_procesa,-6.4616385673595715,svih,-6.442241480051451,</copyright>,-6.515353583079335,jer,-6.506302929164956,nit,-6.687522406033223,CONVERT,-6.75441074956284,stanje,-6.442241480051451,</copyright>,-6.515353583079335,jer,-6.506302929164956,nit,-6.847179631646828,stanje,-6.900595018561671,ovo
1.281814650150368,ComponentAttribute,1.2818139688236911,ComponentAttribute,0.9906726547818671,!,1.649740034215707,X,-1.5836480302913398,funkcije,-2.980097900435683,Metoda,-6.6976008357658,n,-6.708785012409978,Broj,-6.556281571084123,prikaz,-6.4636139398750965,klijentom,-6.543294857924937,17,-6.51877370751895,od,-6.531004639373755,8,-6.6976008357658,n,-6.7555526717629775,a,-6.543294857924937,17,-6.51877370751895,od,-6.531004639373755,8,-6.8483131074195835,a,-6.94827755042979,broj
1.281814650150368,Attribute,1.2818139688236911,Attribute,0.976250218634172,Implementirati,1.647546352446842,last_active_at,1.5821888700272937,input_size,2.932405537911436,ZBIRCI,-6.7055403636060795,is,-6.711996468967185,treba,-6.573219203497201,po,-6.466318182484007,datoteke,-6.550557852825136,to,-6.523384260904314,ce,-6.544323036736471,vratiti,-6.7055403636060795,is,-6.768320143028317,studenta,-6.550557852825136,to,-6.523384260904314,ce,-6.544323036736471,vratiti,-6.860985487063029,studenta,-6.9529138981116105,plt
1.2818137727332528,IComponent,1.2818120206797348,IComponent,0.9729570703109098,STARTS,1.647546352446842,IS,1.5789147050074313,@PKTable,2.928275060427257,Obrišite,-6.719506751439275,string,-6.714198288260285,radi,-6.580011773262973,korisnika,-6.486483329715253,4,-6.630074601011684,<author>,-6.525889883282291,metoda,-6.548070869173464,Zadatak,-6.719506751439275,string,-6.7990303544874,unos,-6.630074601011684,<author>,-6.525889883282291,metoda,-6.548070869173464,Zadatak,-6.891461974180245,unos,-6.964562698615661,%
1.2818137727332528,MyComponent,1.2818120206797348,MyComponent,0.9628701201904295,fensi,1.6420574364963325,->,1.5702071847682193,table,2.919388379865127,kreirani,-6.730244071445173,niz,-6.720370192681952,postoji,-6.586452332685761,proces,-6.502742689566398,studenta,-6.630074601011684,</author>,-6.57330441911014,iz,-6.550574246441482,pogled,-6.730244071445173,niz,-6.808510965685207,ce,-6.630074601011684,</author>,-6.57330441911014,iz,-6.550574246441482,pogled,-6.900868981172918,ce,-6.967439420505277,<
-1.2733396952572902,petlje,-1.2733414370618454,petlje,0.9625032310749778,potrebno,1.6395379358966786,index,1.5412732617557263,02,2.9193584398421772,da,-6.794936411181678,6,-6.725465357056471,ucitaj,-6.5916287265418125,vrsi,-6.512705404279449,dva,-6.637349392868152,Wednesday,-6.5851976793669165,edicijama,-6.553105848103797,izbaciti,-6.794936411181678,6,-6.81118176547049,onda,-6.637349392868152,Wednesday,-6.5851976793669165,edicijama,-6.553105848103797,izbaciti,-6.90351892048006,onda,-6.992880580153792,to
1.265022164802602,public,1.2650225089406701,public,0.9580430268945004,resurs,1.6246062694084955,<<,1.5392689056249031,((,2.910400936326782,STARTS,-6.800038776689778,tacn,-6.7493547953368385,moze,-6.6022254502449105,ime,-6.514467156391521,podatke,-6.649755454554898,grafik3,-6.5851976793669165,svim,-6.557528916850769,',-6.800038776689778,tacn,-6.817181351444891,postoji,-6.649755454554898,grafik3,-6.5851976793669165,svim,-6.557528916850769,',-6.909471444199699,postoji,-6.9958112325035815,Upit
1.262768831276471,input_shape,1.2627675231276279,40,0.9571314606260745,from,1.6112111855325222,val,-1.5375323532793508,dbo,2.8931699929858707,CURRENT_TIMESTAMP,-6.827418240481905,relu,-6.764276116922407,brojeva,-6.605896094005452,kada,-6.521361169469691,dodavanje,-6.649755454554898,izraz3,-6.595393956722733,broj,-6.58448094721202,Production,-6.827418240481905,relu,-6.818315968515909,Metoda,-6.649755454554898,izraz3,-6.595393956722733,broj,-6.58448094721202,Production,-6.91059712950859,Metoda,-7.008693844699941,self
1.2627688312764709,40,1.2627675231276272,input_shape,0.9561011833866849,Dodati,-1.6067348705344873,samo,1.5372790783492971,last_active_at,2.8931699929858707,DAY,-6.839072403677656,a,-6.809381999083776,predmet,-6.625627197954543,the,-6.525964081234704,obavestenja,-6.649755454554898,fibo,-6.646872760327096,tako,-6.602640299439045,a,-6.839072403677656,a,-6.830942461608158,do,-6.649755454554898,fibo,-6.646872760327096,tako,-6.602640299439045,a,-6.923123544752902,do,-7.009545707872126,bi
1.2552024763938079,f,1.2551992798893428,f,0.9553330148072605,referenci,-1.6057046047618406,startup_stm32f10x_xx,1.5372790783492971,IS,2.885870858311651,JOIN,-6.843439743456408,target,-6.81109447894749,lista,-6.629354843514984,name,-6.538315938608216,n,-6.649755454554898,velceo,-6.662140602486742,model2,-6.606480178944587,Obratite,-6.843439743456408,target,-6.832845744922809,!,-6.649755454554898,velceo,-6.662140602486742,model2,-6.606480178944587,Obratite,-6.925011633585407,!,-7.011319894375028,if
1.2422282498626538,False,1.242224790362782,False,-0.9513577448752745,neuron,1.578885422565815,02,-1.5369662309566656,ZAPOSLENI,2.8519987358143073,sta,-6.85810865646744,cv,-6.811442385055525,listu,-6.651355905210039,NOVOG,-6.54818334945762,vrednosti,-6.649755454554898,zbir1,-6.662715552420213,primer,-6.613345913180082,ili,-6.85810865646744,cv,-6.842526861721725,dohvatanje,-6.649755454554898,zbir1,-6.662715552420213,primer,-6.613345913180082,ili,-6.934615017479992,dohvatanje,-7.015079501084575,Korišćenje
-1.2400229226578565,i-1,-1.2400242854840737,i-1,-0.9512726324047711,ZAPOSLENI,-1.5687696701459732,koja,-1.5144242481239465,po,2.8458051226993284,testu,-6.862489302311471,inputs,-6.817079429737307,fajla,-6.651479596509526,podataka,-6.594588281241954,kao,-6.649755454554898,zbir2,-6.664372516650077,poziva,-6.61532432313982,prethodno,-6.862489302311471,inputs,-6.843585335206124,DEMO,-6.649755454554898,zbir2,-6.664372516650077,poziva,-6.61532432313982,prethodno,-6.9356649467708005,DEMO,-7.015463536990168,Brisanje
-1.2323030834642494,tacn_corr,-1.2323010042967428,tacn_corr,-0.9481094516841914,li,1.513519258815756,pm,-1.5007340142919081,USART_SendData,2.8424523996706657,",",-6.864182918643997,0.01,-6.8210058492140675,jer,-6.658807797043103,ce,-6.60739945473384,klasu,-6.649755454554898,krug,-6.683962386752809,pa,-6.633316051179525,kod,-6.864182918643997,0.01,-6.846772298388236,prvi,-6.649755454554898,krug,-6.683962386752809,pa,-6.633316051179525,kod,-6.938826129963305,prvi,-7.0248099042133045,funkciju
-1.2323030834642494,koriscenje,-1.2323010042967428,nbc_obicno,0.946464074598588,self,-1.512772121782712,poziv,-1.5007340142919081,USART3,2.838097217303281,FROM,-6.871990790618725,val,-6.829236690426869,ovo,-6.660469503751945,@link,-6.614570702781354,ili,-6.649755454554898,premesti,-6.7004806673406,kod,-6.6355182150637635,Testiranje,-6.871990790618725,val,-6.858727238329369,vraca,-6.649755454554898,premesti,-6.7004806673406,kod,-6.6355182150637635,Testiranje,-6.950683634507385,vraca,-7.029084054166903,j
-1.2323030834642494,Korelacija,-1.2323010042967428,koriscenje,0.9445703847251016,sta,-1.5075755650133824,*,1.496403438876035,index,2.826137847801422,api,-6.875321295122878,3,-6.846026181650994,memorije,-6.676456965980142,vrednosti,-6.615189705181412,moze,-6.649755454554898,string4,-6.707379599337072,ako,-6.643791757350288,/,-6.875321295122878,3,-6.859426126901192,elemenata,-6.649755454554898,string4,-6.707379599337072,ako,-6.643791757350288,/,-6.951376791159955,elemenata,-7.049415217308108,redova
-1.2323030834642494,korelacije,-1.2323010042967428,Korelacija,0.9422515940359523,kreirani,1.5071081533295991,##,-1.492236776326028,funkcija,2.7922514179613818,resurs,-6.886046656819469,sys,-6.848081931592339,sto,-6.728816192561733,brisanje,-6.624357030007737,sistema,-6.649755454554898,minimt2,-6.728964235611797,?,-6.644093443514405,bi,-6.886046656819469,sys,-6.85963769105095,kroz,-6.649755454554898,minimt2,-6.728964235611797,?,-6.644093443514405,bi,-6.951586619387443,kroz,-7.054683755972521,će
-1.2323030834642494,nbc_obicno,-1.2323010042967428,korelacije,-0.9391909753476777,id,-1.5056414250003176,broj,-1.4913512866690375,samo,2.7851244197994274,from,-6.887438844132625,model,-6.8518781931408,dok,-6.733526481633298,klase,-6.631703932300516,strane,-6.649755454554898,tijanav,-6.736780698034421,Delete,-6.6485441773370875,niz,-6.887438844132625,model,-6.860674957576903,biti,-6.649755454554898,tijanav,-6.736780698034421,Delete,-6.6485441773370875,niz,-6.952615369680439,biti,-7.057198163880313,ili
-1.2278008390043629,4,-1.2277995299227134,4,0.9374512862504402,tensor,1.5015516253436862,g_ls,1.482933886123219,ones,2.7823875189487604,),-6.889536598395137,X_test,-6.862088404237145,0,-6.74393090110424,</param>,-6.663205494743248,informacije,-6.649755454554898,razmak1,-6.736780698034421,PUT,-6.65507775773092,dodati,-6.889536598395137,X_test,-6.880872478650266,ime,-6.649755454554898,razmak1,-6.736780698034421,PUT,-6.65507775773092,dodati,-6.9726453056404365,ime,-7.06988677804538,U
1.2245812354225656,console,1.2245806221645243,console,-0.9372923018402772,memorije,1.5015516253436862,d_ls,1.4428966893403135,pm,2.7776214297031894,5,-6.8931841124708635,lock,-6.869588251231973,biti,-6.74393090110424,param,-6.678111103654807,sumu,-6.649755454554898,tabpoli,-6.737789215630783,sto,-6.6557966546479115,9,-6.8931841124708635,lock,-6.881394018851001,te,-6.649755454554898,tabpoli,-6.737789215630783,sto,-6.6557966546479115,9,-6.973162473847467,te,-7.069990375707439,niz
-1.2229428241457718,moze,-1.222942400596351,Ovo,0.9351145087393585,POST,1.5015516253436862,1.5,-1.438306395760336,c,2.77690582914119,https://sendgrid.com/docs/User_Guide/Settings/tracking.html,-6.898871567539259,sum,-6.878707471294258,ispis,-6.77150687730885,biti,-6.692923653118083,Obrada,-6.649755454554898,matrica2,-6.743565103630217,X_test,-6.668924145000522,alijas,-6.898871567539259,sum,-6.885359368293184,radi,-6.649755454554898,matrica2,-6.743565103630217,X_test,-6.668924145000522,alijas,-6.977094508305203,radi,-7.08528560416833,Server
